text,condition,record_type,clean_text
Toxoplasma antibody titer elevated; discuss zoonotic risk and treatment options if clinical signs present.,Parasites,Clinical Notes,Toxoplasma antibody titer elevated; discuss zoonotic risk and treatment options if clinical signs present.
Rabbit has urine staining on its hind legs from poor posture.,Mobility Problems,Owner Observation,Rabbit has urine staining on its hind legs from poor posture.
Recommend bathing pet prior to applying topical ectoparasiticides if coat is dirty.,Parasites,Clinical Notes,Recommend bathing pet prior to applying topical ectoparasiticides if coat is dirty.
End-stage otitis; recommend total ear canal ablation and bulla osteotomy (TECA-BO).,Ear Infections,Clinical Notes,End-stage otitis; recommend total ear canal ablation and bulla osteotomy (TECA-BO).
Cat has sores inside her mouth and drools excessively.,Skin Irritations,Owner Observation,Cat has sores inside her mouth and drools excessively.
Rabbit has redness and hair loss on the soles of its back feet.,Skin Irritations,Owner Observation,Rabbit has redness and hair loss on the soles of its back feet.
"Dog seems to have abdominal cramps (stretching, looking at belly).",Digestive Issues,Owner Observation,"Dog seems to have abdominal cramps (stretching, looking at belly)."
Trixacarus caviae (guinea pig mite) infestation; treat with ivermectin/selamectin.,Parasites,Clinical Notes,Trixacarus caviae (guinea pig mite) infestation; treat with ivermectin/selamectin.
My hamster's droppings are strung together with hair.,Digestive Issues,Owner Observation,My hamster's droppings are strung together with hair.
Otitis externa is often a secondary problem; identifying the primary trigger is key to management.,Ear Infections,Clinical Notes,Otitis externa is often a secondary problem; identifying the primary trigger is key to management.
Chronic diarrhea; trial hydrolyzed diet.,Digestive Issues,Clinical Notes,Chronic diarrhea; trial hydrolyzed diet.
Bloodwork (CBC/Chem) within normal limits.,Digestive Issues,Clinical Notes,Bloodwork (CBC/Chem) within normal limits.
Rabbit has arthritis in its spine (spondylosis).,Mobility Problems,Owner Observation,Rabbit has arthritis in its spine (spondylosis).
Check for concurrent skin condition.,Ear Infections,Clinical Notes,Check for concurrent skin condition.
My puppy ate a sock yesterday and is now vomiting.,Digestive Issues,Owner Observation,My puppy ate a sock yesterday and is now vomiting.
Provide handout on flea control.,Parasites,Clinical Notes,Provide handout on flea control.
My dog has trouble balancing.,Mobility Problems,Owner Observation,My dog has trouble balancing.
"Educate owner on signs of IVDD progression (worsening weakness, loss of bladder control, loss of deep pain).",Mobility Problems,Clinical Notes,"Educate owner on signs of IVDD progression (worsening weakness, loss of bladder control, loss of deep pain)."
"Ferret has thick, dark wax in both ears.",Ear Infections,Owner Observation,"Ferret has thick, dark wax in both ears."
My dog has elbow dysplasia.,Mobility Problems,Owner Observation,My dog has elbow dysplasia.
Gradual return to activity protocol provided.,Mobility Problems,Clinical Notes,Gradual return to activity protocol provided.
"Initiate treatment for sarcoptic mange (e.g., selamectin, ivermectin, isoxazoline).",Parasites,Clinical Notes,"Initiate treatment for sarcoptic mange (e.g., selamectin, ivermectin, isoxazoline)."
"Dog had sudden onset of profuse, watery diarrhea overnight.",Digestive Issues,Owner Observation,"Dog had sudden onset of profuse, watery diarrhea overnight."
My cat won't let me clean her ears.,Ear Infections,Owner Observation,My cat won't let me clean her ears.
Microscopic exam of ear debris confirms presence of Otodectes cynotis mites and eggs.,Ear Infections,Clinical Notes,Microscopic exam of ear debris confirms presence of Otodectes cynotis mites and eggs.
Deep ear flush performed using video otoscope and specialized flushing/suction equipment.,Ear Infections,Clinical Notes,Deep ear flush performed using video otoscope and specialized flushing/suction equipment.
Cat has scaly skin on her back.,Skin Irritations,Owner Observation,Cat has scaly skin on her back.
"Initiate multimodal pain management: NSAID (e.g., firocoxib) + gabapentin.",Mobility Problems,Clinical Notes,"Initiate multimodal pain management: NSAID (e.g., firocoxib) + gabapentin."
Deep skin scrape positive for Demodex canis mites.,Parasites,Clinical Notes,Deep skin scrape positive for Demodex canis mites.
Cat has hypertrophic osteodystrophy.,Mobility Problems,Owner Observation,Cat has hypertrophic osteodystrophy.
Giardia cysts confirmed; start panacur.,Parasites,Clinical Notes,Giardia cysts confirmed; start panacur.
Fecal flotation via centrifugation positive for Toxocara cati eggs (+++).,Parasites,Clinical Notes,Fecal flotation via centrifugation positive for Toxocara cati eggs (+++).
My cat's skin twitches along her back and she suddenly runs off.,Skin Irritations,Owner Observation,My cat's skin twitches along her back and she suddenly runs off.
Cat's ear canal looks extremely narrow and difficult to see into.,Ear Infections,Owner Observation,Cat's ear canal looks extremely narrow and difficult to see into.
Cat is shaking her head and scratching furiously behind her ears; they look dirty inside.,Parasites,Owner Observation,Cat is shaking her head and scratching furiously behind her ears; they look dirty inside.
Elbow radiographs confirm fragmented medial coronoid process (FCP). Arthroscopy recommended.,Mobility Problems,Clinical Notes,Elbow radiographs confirm fragmented medial coronoid process (FCP). Arthroscopy recommended.
Monitor urine output (>1-2 ml/kg/hr) as indicator of adequate perfusion and hydration.,Digestive Issues,Clinical Notes,Monitor urine output (>1-2 ml/kg/hr) as indicator of adequate perfusion and hydration.
My dog's limp improves with exercise but returns after rest.,Mobility Problems,Owner Observation,My dog's limp improves with exercise but returns after rest.
My ferret's ear wax smells strangely sweet.,Ear Infections,Owner Observation,My ferret's ear wax smells strangely sweet.
My dog's ear has a distinct 'corn chip' or 'yeasty bread' smell.,Ear Infections,Owner Observation,My dog's ear has a distinct 'corn chip' or 'yeasty bread' smell.
"My cat has dark ear wax, but the vet ruled out mites.",Ear Infections,Owner Observation,"My cat has dark ear wax, but the vet ruled out mites."
My dog has developed dark spots on his belly skin.,Skin Irritations,Owner Observation,My dog has developed dark spots on his belly skin.
"My rabbit has a dirty bottom from soft, pasty stools.",Digestive Issues,Owner Observation,"My rabbit has a dirty bottom from soft, pasty stools."
My dog sits down awkwardly ('puppy sitting') with one leg out.,Mobility Problems,Owner Observation,My dog sits down awkwardly ('puppy sitting') with one leg out.
My rabbit has diarrhea after being introduced to new vegetables.,Digestive Issues,Owner Observation,My rabbit has diarrhea after being introduced to new vegetables.
My cat has Horner's syndrome secondary to otitis media.,Ear Infections,Owner Observation,My cat has Horner's syndrome secondary to otitis media.
My dog's nose looks crusty and has lost its pigment.,Skin Irritations,Owner Observation,My dog's nose looks crusty and has lost its pigment.
Gastric ulcer suspected due to melena/hematemesis; start gastroprotectants.,Digestive Issues,Clinical Notes,Gastric ulcer suspected due to melena/hematemesis; start gastroprotectants.
"Cat is straining in the litter box, passing small, rock-hard feces.",Digestive Issues,Owner Observation,"Cat is straining in the litter box, passing small, rock-hard feces."
Emphasize importance of picking up feces promptly to reduce environmental contamination.,Parasites,Clinical Notes,Emphasize importance of picking up feces promptly to reduce environmental contamination.
Evaluate home environment for potential hazards (slippery floors).,Mobility Problems,Clinical Notes,Evaluate home environment for potential hazards (slippery floors).
Hamster has fecal staining around the anus.,Digestive Issues,Owner Observation,Hamster has fecal staining around the anus.
"Recommend joint supplements containing glucosamine, chondroitin, omega-3 fatty acids.",Mobility Problems,Clinical Notes,"Recommend joint supplements containing glucosamine, chondroitin, omega-3 fatty acids."
My cat licks her fur off in stripes.,Skin Irritations,Owner Observation,My cat licks her fur off in stripes.
Puppy hops with both back legs together like a bunny when running.,Mobility Problems,Owner Observation,Puppy hops with both back legs together like a bunny when running.
"Dog has whipworms, needs special dewormer.",Parasites,Owner Observation,"Dog has whipworms, needs special dewormer."
Eosinophilic granuloma complex lesion on lip; biopsy recommended.,Skin Irritations,Clinical Notes,Eosinophilic granuloma complex lesion on lip; biopsy recommended.
Puppy cries when I massage the base of his ears.,Ear Infections,Owner Observation,Puppy cries when I massage the base of his ears.
Chronic dermatitis on chest; oral steroids started.,Skin Irritations,Clinical Notes,Chronic dermatitis on chest; oral steroids started.
My dog has lost hair above his tail base from constant biting.,Parasites,Owner Observation,My dog has lost hair above his tail base from constant biting.
"Cat has had soft, mushy stool for the past two days.",Digestive Issues,Owner Observation,"Cat has had soft, mushy stool for the past two days."
My cat paws at her ear after I apply the medication.,Ear Infections,Owner Observation,My cat paws at her ear after I apply the medication.
"Pulled a fat, grey tick off my cat's neck after she came inside.",Parasites,Owner Observation,"Pulled a fat, grey tick off my cat's neck after she came inside."
"Multiple subcutaneous lipomas palpated; FNA performed on largest mass, confirms adipose tissue.",Skin Irritations,Clinical Notes,"Multiple subcutaneous lipomas palpated; FNA performed on largest mass, confirms adipose tissue."
Dog has ticks in his ears.,Parasites,Owner Observation,Dog has ticks in his ears.
Bridging spondylosis noted along ventral aspect of lumbar vertebrae; likely incidental finding.,Mobility Problems,Clinical Notes,Bridging spondylosis noted along ventral aspect of lumbar vertebrae; likely incidental finding.
"Cat is excessively grooming, leading to thin fur.",Skin Irritations,Owner Observation,"Cat is excessively grooming, leading to thin fur."
Referral to veterinary surgeon recommended for TECA-BO evaluation.,Ear Infections,Clinical Notes,Referral to veterinary surgeon recommended for TECA-BO evaluation.
Hamster has redness and irritation around its mouth.,Skin Irritations,Owner Observation,Hamster has redness and irritation around its mouth.
Chronic otitis externa has led to severe hyperplastic changes and calcification of vertical canal.,Ear Infections,Clinical Notes,Chronic otitis externa has led to severe hyperplastic changes and calcification of vertical canal.
