query,true_condition,animal_filter,top1_condition,retrieved_conditions,correct_rank,hit_at_1,hit_at_3,hit_at_5,top1_text,top1_score
"Cat is excessively grooming her belly, making it bald.",Parasites,,Skin Irritations,"['Skin Irritations', 'Ear Infections', 'Digestive Issues', 'Ear Infections', 'Skin Irritations']",,False,False,False,Trichogram reveals damaged hair shafts consistent with excessive licking.,0.6233723163604736
My Siamese cat is developing crusty lesions on her ear tips and nose.,Skin Irritations,,Ear Infections,"['Ear Infections', 'Skin Irritations', 'Ear Infections', 'Skin Irritations', 'Ear Infections']",2.0,False,True,True,Nasopharyngeal polyp visualized extending into external ear canal in young cat.,0.6650319695472717
"Rabbit has lost fur on its nose, looks sore.",Parasites,,Mobility Problems,"['Mobility Problems', 'Digestive Issues', 'Ear Infections', 'Ear Infections', 'Parasites']",5.0,False,False,True,"Rabbit presents with head tilt, nystagmus, hind limb paresis. Serology for E. cuniculi recommended. Start fenbendazole empirically.",0.6490641236305237
"My hamster is scratching a lot and has dry, flaky skin.",Parasites,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Digestive Issues', 'Skin Irritations', 'Skin Irritations']",,False,False,False,Crusting lesions on flanks; antifungal cream advised.,0.62092125415802
"Rabbit is only eating greens, refusing hay.",Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Mobility Problems', 'Parasites', 'Mobility Problems', 'Ear Infections']",1.0,True,True,True,"Rabbit presents with anorexia and decreased fecal output x 36 hrs. Abdomen slightly distended, doughy cecum palpated. Suspect GI stasis.",0.5746607184410095
Rabbit has become incontinent (urine and feces).,Mobility Problems,,Digestive Issues,"['Digestive Issues', 'Mobility Problems', 'Digestive Issues', 'Ear Infections', 'Digestive Issues']",2.0,False,True,True,"Rabbit presents with anorexia and decreased fecal output x 36 hrs. Abdomen slightly distended, doughy cecum palpated. Suspect GI stasis.",0.7232430577278137
"Dog has pale, clay-colored stools.",Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Skin Irritations', 'Mobility Problems', 'Ear Infections', 'Digestive Issues']",1.0,True,True,True,Blood in stool; rule out ulceration.,0.703676700592041
Ferret is walking with a stiff gait.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Mobility Problems', 'Skin Irritations', 'Mobility Problems', 'Mobility Problems']",1.0,True,True,True,"Gait analysis performed: observe walk, trot, turning, stairs.",0.578026533126831
Puppy constantly has dirty ears despite regular cleaning.,Ear Infections,,Skin Irritations,"['Skin Irritations', 'Ear Infections', 'Ear Infections', 'Skin Irritations', 'Ear Infections']",2.0,False,True,True,Recommend regular ear cleaning with appropriate solution.,0.6917293071746826
My rabbit shakes its head frequently.,Ear Infections,,Mobility Problems,"['Mobility Problems', 'Parasites', 'Digestive Issues', 'Digestive Issues', 'Parasites']",,False,False,False,"Rabbit presents with head tilt, nystagmus, hind limb paresis. Serology for E. cuniculi recommended. Start fenbendazole empirically.",0.662609875202179
My cat has Giardia and needs medication.,Parasites,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Parasites', 'Parasites', 'Digestive Issues']",3.0,False,True,True,Giardia ELISA test positive. Initiate fenbendazole therapy and advise environmental decontamination.,0.6939965486526489
My hamster's droppings are stuck together.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Parasites', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,"Wet tail in hamster; guarded prognosis, provide heat support, antibiotics, fluids.",0.6069024801254272
"Found a long, segmented worm in the dog's stool this morning.",Parasites,,Parasites,"['Parasites', 'Digestive Issues', 'Parasites', 'Parasites', 'Parasites']",1.0,True,True,True,Hookworm eggs in stool; prescribe fenbendazole.,0.6358840465545654
"Dog seems nauseous (drooling, lip smacking) and refused his favorite treat.",Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Ear Infections', 'Digestive Issues']",1.0,True,True,True,Vomiting post-meal; test for food intolerance.,0.6303977966308594
"Cat has tiny scabs all over her back, feels like sandpaper.",Parasites,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Digestive Issues', 'Skin Irritations', 'Skin Irritations']",,False,False,False,"Skin fragility syndrome noted in older cat; handle with care, check for hyperadrenocorticism.",0.6062839031219482
"Cat has chronic intermittent vomiting, maybe once or twice a week.",Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Parasites', 'Digestive Issues']",1.0,True,True,True,"Chronic intermittent vomiting in feline; consider IBD, food allergy, lymphoma.",0.7483892440795898
My ferret seems generally unwell since the ear problem started.,Ear Infections,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Ear Infections', 'Ear Infections']",4.0,False,False,True,Excoriations around ears and neck; check for ear mites and fleas.,0.6661954522132874
My puppy has had soft stools since we adopted him from the shelter.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Parasites', 'Digestive Issues']",1.0,True,True,True,Stool soft and odorous; test for malabsorption.,0.6464172601699829
Rabbit seems unable to move its hind legs properly.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Mobility Problems', 'Digestive Issues', 'Digestive Issues', 'Ear Infections']",1.0,True,True,True,"Rabbit presents with head tilt, nystagmus, hind limb paresis. Serology for E. cuniculi recommended. Start fenbendazole empirically.",0.6854455471038818
My dog has Lyme condition causing shifting leg lameness.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Mobility Problems', 'Mobility Problems', 'Mobility Problems', 'Mobility Problems']",1.0,True,True,True,"Panosteitis suspected in young, large breed dog with shifting leg lameness and long bone pain on palpation.",0.6933971643447876
My rabbit keeps shaking its head back and forth.,Ear Infections,,Mobility Problems,"['Mobility Problems', 'Parasites', 'Digestive Issues', 'Digestive Issues', 'Parasites']",,False,False,False,"Rabbit presents with head tilt, nystagmus, hind limb paresis. Serology for E. cuniculi recommended. Start fenbendazole empirically.",0.6745872497558594
"My dog seems sensitive around his head, flinches when petted near ears.",Ear Infections,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",,False,False,False,Skin fragility noted; test for FIV/FeLV in feline patient.,0.6278203129768372
My dog has diarrhea every time he gets stressed.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Ear Infections', 'Digestive Issues', 'Ear Infections', 'Digestive Issues']",1.0,True,True,True,"Chronic intermittent vomiting in feline; consider IBD, food allergy, lymphoma.",0.6229016780853271
My cat vomited part of a houseplant leaf.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Parasites', 'Digestive Issues', 'Skin Irritations']",1.0,True,True,True,Hyperthyroidism diagnosed in older cat with weight loss and vomiting.,0.6394161581993103
Saw bright red blood coating my dog's otherwise normal stool.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Mobility Problems', 'Parasites', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,Blood in stool; rule out ulceration.,0.7482349872589111
My Dachshund has back problems (IVDD).,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Digestive Issues', 'Digestive Issues', 'Mobility Problems', 'Skin Irritations']",1.0,True,True,True,"Educate owner on signs of IVDD progression (worsening weakness, loss of bladder control, loss of deep pain).",0.668938934803009
Cat hasn't touched her food in over 24 hours.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,"Rabbit presents with anorexia and decreased fecal output x 36 hrs. Abdomen slightly distended, doughy cecum palpated. Suspect GI stasis.",0.5739927291870117
My cat keeps getting tapeworms even though I treat her.,Parasites,,Digestive Issues,"['Digestive Issues', 'Parasites', 'Parasites', 'Parasites', 'Parasites']",2.0,False,True,True,Recheck fecal exam after deworming treatment.,0.6354018449783325
"My rabbit has white, flaky material inside the ear canals.",Ear Infections,,Ear Infections,"['Ear Infections', 'Parasites', 'Parasites', 'Ear Infections', 'Skin Irritations']",1.0,True,True,True,Check for ticks within the ear canal.,0.6713862419128418
My dog's gait looks wobbly or uncoordinated.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Mobility Problems', 'Mobility Problems', 'Ear Infections', 'Digestive Issues']",1.0,True,True,True,Wobbler syndrome (cervical spondylomyelopathy) suspected in large breed dog with neck pain and gait abnormalities.,0.6981880068778992
"Dog has chronic itching, mostly involving feet, face, and ears.",Skin Irritations,,Digestive Issues,"['Digestive Issues', 'Skin Irritations', 'Ear Infections', 'Ear Infections', 'Skin Irritations']",2.0,False,True,True,"Chronic intermittent vomiting in feline; consider IBD, food allergy, lymphoma.",0.6882673501968384
My rabbit has maggots visible near its hind end.,Parasites,,Parasites,"['Parasites', 'Mobility Problems', 'Parasites', 'Ear Infections', 'Ear Infections']",1.0,True,True,True,"Fly strike (myiasis) present in debilitated rabbit. Clip fur, lavage wound, manually remove all maggots. Address underlying cause.",0.6617627739906311
My cat has recurrent ear mite infestations.,Parasites,,Parasites,"['Parasites', 'Skin Irritations', 'Parasites', 'Ear Infections', 'Ear Infections']",1.0,True,True,True,Ear mites in canal; clean and apply selamectin.,0.7323352098464966
Puppy is being treated for scabies (Sarcoptic mange).,Parasites,,Parasites,"['Parasites', 'Parasites', 'Parasites', 'Parasites', 'Skin Irritations']",1.0,True,True,True,"Initiate treatment for sarcoptic mange (e.g., selamectin, ivermectin, isoxazoline).",0.7243435382843018
Dog has a growth or polyp visible inside the ear canal.,Ear Infections,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Ear Infections', 'Ear Infections', 'Ear Infections']",1.0,True,True,True,Nasopharyngeal polyp visualized extending into external ear canal in young cat.,0.7683436870574951
My dog was diagnosed with arthritis in his hips and knees.,Mobility Problems,,Ear Infections,"['Ear Infections', 'Skin Irritations', 'Digestive Issues', 'Mobility Problems', 'Mobility Problems']",4.0,False,False,True,Check thyroid levels in dogs with recurrent infections.,0.6329648494720459
Rabbit has lost fur on its nose.,Parasites,,Mobility Problems,"['Mobility Problems', 'Ear Infections', 'Digestive Issues', 'Parasites', 'Ear Infections']",4.0,False,False,True,"Rabbit presents with head tilt, nystagmus, hind limb paresis. Serology for E. cuniculi recommended. Start fenbendazole empirically.",0.6282296180725098
"Cat is constipated, passing very hard, dry stools.",Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,Hyperthyroidism diagnosed in older cat with weight loss and vomiting.,0.6547325849533081
My hamster seems to have greasy fur and is losing hair on its back.,Skin Irritations,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Skin Irritations', 'Digestive Issues', 'Parasites']",3.0,False,True,True,"Wet tail in hamster; guarded prognosis, provide heat support, antibiotics, fluids.",0.6158126592636108
"Dog has a persistent cough, vet is testing for heartworm.",Parasites,,Parasites,"['Parasites', 'Parasites', 'Ear Infections', 'Parasites', 'Digestive Issues']",1.0,True,True,True,Provide handout on heartworm condition.,0.6451546549797058
"Dog has black spots appearing on his skin, mostly on the belly.",Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Digestive Issues', 'Parasites', 'Ear Infections', 'Skin Irritations']",1.0,True,True,True,Eosinophilic plaque identified on feline abdomen; consider allergy vs. parasitic cause. Cytology performed.,0.6736509203910828
My kitten has lost the fur on the bridge of her nose.,Skin Irritations,,Parasites,"['Parasites', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",2.0,False,True,True,Ticks embedded in fur; remove and treat.,0.6236183643341064
Dog is straining to vomit (retching) without producing anything.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Mobility Problems', 'Digestive Issues']",1.0,True,True,True,Vomiting post-meal; test for food intolerance.,0.6515206098556519
My rabbit has ear canker (mites).,Parasites,,Ear Infections,"['Ear Infections', 'Parasites', 'Parasites', 'Ear Infections', 'Ear Infections']",2.0,False,True,True,Psoroptes cuniculi (ear mites) in rabbit causing severe crusting and inflammation.,0.6947429180145264
Ferret has lost significant weight recently.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Mobility Problems', 'Mobility Problems']",1.0,True,True,True,"Recommend easily digestible, low-fat diet for recovery.",0.5609336495399475
My dog tore his cruciate ligament (CCL/ACL).,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Digestive Issues', 'Mobility Problems', 'Ear Infections', 'Parasites']",1.0,True,True,True,Positive cranial drawer sign in right stifle; consistent with cranial cruciate ligament (CCL) rupture.,0.6334208250045776
Pet’s ears are swollen and have a rancid odor.,Ear Infections,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Ear Infections', 'Ear Infections', 'Parasites']",3.0,False,True,True,Excoriations around ears and neck; check for ear mites and fleas.,0.6750197410583496
