text,condition,record_type,clean_text
"Culture result: MRSP (Methicillin-Resistant Staph pseudintermedius). Treat based on sensitivity (e.g., chloramphenicol, doxycycline).",Ear Infections,Clinical Notes,"Culture result: MRSP (Methicillin-Resistant Staph pseudintermedius). Treat based on sensitivity (e.g., chloramphenicol, doxycycline)."
Use caution with ivermectin in collie-type breeds; check MDR1 status if possible.,Parasites,Clinical Notes,Use caution with ivermectin in collie-type breeds; check MDR1 status if possible.
"Acral lick dermatitis on left carpus; address underlying cause (allergy, pain, anxiety) and prevent licking (E-collar).",Skin Irritations,Clinical Notes,"Acral lick dermatitis on left carpus; address underlying cause (allergy, pain, anxiety) and prevent licking (E-collar)."
Cheyletiella mites ('walking dandruff') identified via acetate tape preparation.,Parasites,Clinical Notes,Cheyletiella mites ('walking dandruff') identified via acetate tape preparation.
"Rule out GI neoplasia (adenocarcinoma, lymphoma, leiomyosarcoma) in older patient with weight loss, vomiting, or diarrhea.",Digestive Issues,Clinical Notes,"Rule out GI neoplasia (adenocarcinoma, lymphoma, leiomyosarcoma) in older patient with weight loss, vomiting, or diarrhea."
Skin scrape positive for Demodex mites; initiate ivermectin therapy.,Skin Irritations,Clinical Notes,Skin scrape positive for Demodex mites; initiate ivermectin therapy.
Pediculosis (lice infestation) confirmed; treat with appropriate insecticide.,Parasites,Clinical Notes,Pediculosis (lice infestation) confirmed; treat with appropriate insecticide.
"Marked pedal erythema and pruritus; suspect pododermatitis, possible allergic component.",Skin Irritations,Clinical Notes,"Marked pedal erythema and pruritus; suspect pododermatitis, possible allergic component."
"Exfoliative dermatitis; consider differentials including sebaceous adenitis, ichthyosis, lymphoma.",Skin Irritations,Clinical Notes,"Exfoliative dermatitis; consider differentials including sebaceous adenitis, ichthyosis, lymphoma."
Babesia canis identified via PCR. Treatment options discussed (imidocarb dipropionate).,Parasites,Clinical Notes,Babesia canis identified via PCR. Treatment options discussed (imidocarb dipropionate).
Multiple comedones present; suggests endocrine or keratinization defect.,Skin Irritations,Clinical Notes,Multiple comedones present; suggests endocrine or keratinization defect.
Erythema multiforme suspected; search for potential drug reaction or infectious trigger.,Skin Irritations,Clinical Notes,Erythema multiforme suspected; search for potential drug reaction or infectious trigger.
Cellulitis developing secondary to puncture wound; start broad-spectrum antibiotics.,Skin Irritations,Clinical Notes,Cellulitis developing secondary to puncture wound; start broad-spectrum antibiotics.
Salmonella ruled out via fecal culture.,Digestive Issues,Clinical Notes,Salmonella ruled out via fecal culture.
"Instill long-acting ear medication (e.g., Claro, Osurnia) in clinic.",Ear Infections,Clinical Notes,"Instill long-acting ear medication (e.g., Claro, Osurnia) in clinic."
Rule out Taenia vs. Dipylidium tapeworms based on history (hunting vs. fleas).,Parasites,Clinical Notes,Rule out Taenia vs. Dipylidium tapeworms based on history (hunting vs. fleas).
Deep skin scraping negative for Demodex mites; surface scraping negative for Sarcoptes.,Skin Irritations,Clinical Notes,Deep skin scraping negative for Demodex mites; surface scraping negative for Sarcoptes.
Patient presents with anorexia and lethargy x 48 hours. Dehydration estimated at 5%.,Digestive Issues,Clinical Notes,Patient presents with anorexia and lethargy x 48 hours. Dehydration estimated at 5%.
"Conservative management of CCL tear (rest, NSAIDs, rehab) discussed as alternative to surgery.",Mobility Problems,Clinical Notes,"Conservative management of CCL tear (rest, NSAIDs, rehab) discussed as alternative to surgery."
Confine patient to safe area if experiencing severe ataxia.,Ear Infections,Clinical Notes,Confine patient to safe area if experiencing severe ataxia.
Discuss prognosis based on diagnosis.,Mobility Problems,Clinical Notes,Discuss prognosis based on diagnosis.
"Discontinue potentially offending medication (e.g., new antibiotic) and monitor for resolution of GI signs.",Digestive Issues,Clinical Notes,"Discontinue potentially offending medication (e.g., new antibiotic) and monitor for resolution of GI signs."
Evaluate conformation of ear canal (stenotic breeds).,Ear Infections,Clinical Notes,Evaluate conformation of ear canal (stenotic breeds).
Zinc-responsive dermatosis suspected in husky; recommend zinc supplementation.,Skin Irritations,Clinical Notes,Zinc-responsive dermatosis suspected in husky; recommend zinc supplementation.
Fecal flotation positive for Trichuris vulpis (whipworm) eggs.,Parasites,Clinical Notes,Fecal flotation positive for Trichuris vulpis (whipworm) eggs.
Histoplasmosis can cause chronic large bowel diarrhea.,Digestive Issues,Clinical Notes,Histoplasmosis can cause chronic large bowel diarrhea.
"Advise thorough environmental decontamination for fleas (vacuuming, washing bedding, IGR premise spray).",Parasites,Clinical Notes,"Advise thorough environmental decontamination for fleas (vacuuming, washing bedding, IGR premise spray)."
History of dietary indiscretion (garbage ingestion).,Digestive Issues,Clinical Notes,History of dietary indiscretion (garbage ingestion).
"Suspect otitis media/interna AS based on persistent head tilt, nystagmus, and pain on bulla palpation.",Ear Infections,Clinical Notes,"Suspect otitis media/interna AS based on persistent head tilt, nystagmus, and pain on bulla palpation."
Toxoplasma antibody titer elevated; discuss zoonotic risk and treatment options if clinical signs present.,Parasites,Clinical Notes,Toxoplasma antibody titer elevated; discuss zoonotic risk and treatment options if clinical signs present.
Recommend bathing pet prior to applying topical ectoparasiticides if coat is dirty.,Parasites,Clinical Notes,Recommend bathing pet prior to applying topical ectoparasiticides if coat is dirty.
End-stage otitis; recommend total ear canal ablation and bulla osteotomy (TECA-BO).,Ear Infections,Clinical Notes,End-stage otitis; recommend total ear canal ablation and bulla osteotomy (TECA-BO).
Trixacarus caviae (guinea pig mite) infestation; treat with ivermectin/selamectin.,Parasites,Clinical Notes,Trixacarus caviae (guinea pig mite) infestation; treat with ivermectin/selamectin.
Otitis externa is often a secondary problem; identifying the primary trigger is key to management.,Ear Infections,Clinical Notes,Otitis externa is often a secondary problem; identifying the primary trigger is key to management.
Chronic diarrhea; trial hydrolyzed diet.,Digestive Issues,Clinical Notes,Chronic diarrhea; trial hydrolyzed diet.
Bloodwork (CBC/Chem) within normal limits.,Digestive Issues,Clinical Notes,Bloodwork (CBC/Chem) within normal limits.
Check for concurrent skin condition.,Ear Infections,Clinical Notes,Check for concurrent skin condition.
Provide handout on flea control.,Parasites,Clinical Notes,Provide handout on flea control.
"Educate owner on signs of IVDD progression (worsening weakness, loss of bladder control, loss of deep pain).",Mobility Problems,Clinical Notes,"Educate owner on signs of IVDD progression (worsening weakness, loss of bladder control, loss of deep pain)."
Gradual return to activity protocol provided.,Mobility Problems,Clinical Notes,Gradual return to activity protocol provided.
"Initiate treatment for sarcoptic mange (e.g., selamectin, ivermectin, isoxazoline).",Parasites,Clinical Notes,"Initiate treatment for sarcoptic mange (e.g., selamectin, ivermectin, isoxazoline)."
Microscopic exam of ear debris confirms presence of Otodectes cynotis mites and eggs.,Ear Infections,Clinical Notes,Microscopic exam of ear debris confirms presence of Otodectes cynotis mites and eggs.
Deep ear flush performed using video otoscope and specialized flushing/suction equipment.,Ear Infections,Clinical Notes,Deep ear flush performed using video otoscope and specialized flushing/suction equipment.
"Initiate multimodal pain management: NSAID (e.g., firocoxib) + gabapentin.",Mobility Problems,Clinical Notes,"Initiate multimodal pain management: NSAID (e.g., firocoxib) + gabapentin."
Deep skin scrape positive for Demodex canis mites.,Parasites,Clinical Notes,Deep skin scrape positive for Demodex canis mites.
Giardia cysts confirmed; start panacur.,Parasites,Clinical Notes,Giardia cysts confirmed; start panacur.
Fecal flotation via centrifugation positive for Toxocara cati eggs (+++).,Parasites,Clinical Notes,Fecal flotation via centrifugation positive for Toxocara cati eggs (+++).
Elbow radiographs confirm fragmented medial coronoid process (FCP). Arthroscopy recommended.,Mobility Problems,Clinical Notes,Elbow radiographs confirm fragmented medial coronoid process (FCP). Arthroscopy recommended.
Monitor urine output (>1-2 ml/kg/hr) as indicator of adequate perfusion and hydration.,Digestive Issues,Clinical Notes,Monitor urine output (>1-2 ml/kg/hr) as indicator of adequate perfusion and hydration.
Gastric ulcer suspected due to melena/hematemesis; start gastroprotectants.,Digestive Issues,Clinical Notes,Gastric ulcer suspected due to melena/hematemesis; start gastroprotectants.
Emphasize importance of picking up feces promptly to reduce environmental contamination.,Parasites,Clinical Notes,Emphasize importance of picking up feces promptly to reduce environmental contamination.
Evaluate home environment for potential hazards (slippery floors).,Mobility Problems,Clinical Notes,Evaluate home environment for potential hazards (slippery floors).
"Recommend joint supplements containing glucosamine, chondroitin, omega-3 fatty acids.",Mobility Problems,Clinical Notes,"Recommend joint supplements containing glucosamine, chondroitin, omega-3 fatty acids."
Eosinophilic granuloma complex lesion on lip; biopsy recommended.,Skin Irritations,Clinical Notes,Eosinophilic granuloma complex lesion on lip; biopsy recommended.
Chronic dermatitis on chest; oral steroids started.,Skin Irritations,Clinical Notes,Chronic dermatitis on chest; oral steroids started.
"Multiple subcutaneous lipomas palpated; FNA performed on largest mass, confirms adipose tissue.",Skin Irritations,Clinical Notes,"Multiple subcutaneous lipomas palpated; FNA performed on largest mass, confirms adipose tissue."
Bridging spondylosis noted along ventral aspect of lumbar vertebrae; likely incidental finding.,Mobility Problems,Clinical Notes,Bridging spondylosis noted along ventral aspect of lumbar vertebrae; likely incidental finding.
Referral to veterinary surgeon recommended for TECA-BO evaluation.,Ear Infections,Clinical Notes,Referral to veterinary surgeon recommended for TECA-BO evaluation.
Chronic otitis externa has led to severe hyperplastic changes and calcification of vertical canal.,Ear Infections,Clinical Notes,Chronic otitis externa has led to severe hyperplastic changes and calcification of vertical canal.
"Feline patient presents with acute onset hind limb paresis, vocalization, cold/cyanotic paws, absent femoral pulses. High suspicion for ATE.",Mobility Problems,Clinical Notes,"Feline patient presents with acute onset hind limb paresis, vocalization, cold/cyanotic paws, absent femoral pulses. High suspicion for ATE."
Calcinosis cutis suspected based on firm plaques on dorsum; check cortisol levels.,Skin Irritations,Clinical Notes,Calcinosis cutis suspected based on firm plaques on dorsum; check cortisol levels.
